Kraj;Poradi;Kandidat;Jmeno1;Jmeno2;Titul1;Titul2;Titul3;Titul4;Titul5;Vek;Strana;Clen
Jihomoravskı;30;Sedláèek Jozef;Sedláèek;Jozef;;;;;;35;ÈSSD;ÈSSD
Støedoèeskı;18;Seidel Antonín Bc.;Seidel;Antonín;Bc.;;;;;27;ÈSSD;ÈSSD
Støedoèeskı;13;Seidl Lukáš Bc.;Seidl;Lukáš;Bc.;;;;;34;ÈSSD;ÈSSD
Støedoèeskı;15;Schenk Pavel BBA;Schenk;Pavel;BBA;;;;;47;ÈSSD;ÈSSD
Jihomoravskı;23;Schneider Jan;Schneider;Jan;;;;;;34;ÈSSD;ÈSSD
Libereckı;17;Schneider Petr;Schneider;Petr;;;;;;30;ÈSSD;ÈSSD
Libereckı;14;Schovánek Vlastimil;Schovánek;Vlastimil;;;;;;61;ÈSSD;ÈSSD
Libereckı;11;Skalník Jan;Skalník;Jan;;;;;;62;ÈSSD;ÈSSD
Moravskoslezskı;26;Skálová Jarmila;Skálová;Jarmila;;;;;;59;ÈSSD;ÈSSD
Jihoèeskı;7;Skláø František Bc.;Skláø;František;Bc.;;;;;40;ÈSSD;ÈSSD
Jihomoravskı;5;Sklenák Roman Mgr.;Sklenák;Roman;Mgr.;;;;;43;ÈSSD;ÈSSD
Jihomoravskı;16;Skopal Ladislav Ing.;Skopal;Ladislav;Ing.;;;;;54;ÈSSD;ÈSSD
Zlínskı;20;Slanina Jan Ing.;Slanina;Jan;Ing.;;;;;67;ÈSSD;ÈSSD
Jihoèeskı;14;Slíva Jaromír Ing.;Slíva;Jaromír;Ing.;;;;;43;ÈSSD;ÈSSD
Moravskoslezskı;27;Sli Vítìzslav Ing.;Sli;Vítìzslav;Ing.;;;;;29;ÈSSD;ÈSSD
Královéhradeckı;3;Slodièák Marian doc. RNDr. CSc.;Slodièák;Marian;doc.;RNDr.;CSc.;;;62;ÈSSD;ÈSSD
Olomouckı;13;Smetana Pavel;Smetana;Pavel;;;;;;43;ÈSSD;ÈSSD
Zlínskı;5;Smıkal Josef;Smıkal;Josef;;;;;;58;ÈSSD;ÈSSD
Královéhradeckı;5;Sobìslav Vladimír Ing.;Sobìslav;Vladimír;Ing.;;;;;58;ÈSSD;ÈSSD
Jihomoravskı;1;Sobotka Bohuslav Mgr.;Sobotka;Bohuslav;Mgr.;;;;;41;ÈSSD;ÈSSD
Vysoèina;9;Soukup Jaroslav Ing. MBA;Soukup;Jaroslav;Ing.;MBA;;;;52;ÈSSD;ÈSSD
Pardubickı;11;Stejskal Miroslav JUDr.;Stejskal;Miroslav;JUDr.;;;;;58;ÈSSD;ÈSSD
Zlínskı;2;Strnadlová Miroslava;Strnadlová;Miroslava;;;;;;58;ÈSSD;ÈSSD
Olomouckı;19;Støída František Ing. Ph.D.;Støída;František;Ing.;Ph.D.;;;;31;ÈSSD;ÈSSD
Hl. m. Praha;2;Stupèuk Štìpán JUDr.;Stupèuk;Štìpán;JUDr.;;;;;37;ÈSSD;ÈSSD
Støedoèeskı;14;Sunkovskı Petr Ing.;Sunkovskı;Petr;Ing.;;;;;48;ÈSSD;ÈSSD
Hl. m. Praha;13;Svoboda Miroslav Ing.;Svoboda;Miroslav;Ing.;;;;;51;ÈSSD;ÈSSD
Karlovarskı;4;Svoboda Tomáš Ing.;Svoboda;Tomáš;Ing.;;;;;49;ÈSSD;ÈSSD
Støedoèeskı;6;Syblík Zdenìk Bc.;Syblík;Zdenìk;Bc.;;;;;57;ÈSSD;ÈSSD
Libereckı;5;Šímová Renata;Šímová;Renata;;;;;;47;ÈSSD;ÈSSD
Moravskoslezskı;2;Šincl Ladislav Ing.;Šincl;Ladislav;Ing.;;;;;47;ÈSSD;ÈSSD
Karlovarskı;8;Šír Marek Mgr.;Šír;Marek;Mgr.;;;;;39;ÈSSD;ÈSSD
Vysoèina;8;Škaryd Tomáš Ing.;Škaryd;Tomáš;Ing.;;;;;45;ÈSSD;ÈSSD
Královéhradeckı;9;Šklíba Karel;Šklíba;Karel;;;;;;62;ÈSSD;ÈSSD
Hl. m. Praha;7;Škrak Pavol Ing.;Škrak;Pavol;Ing.;;;;;62;ÈSSD;ÈSSD
Královéhradeckı;10;Šlaj Jan Bc.;Šlaj;Jan;Bc.;;;;;39;ÈSSD;ÈSSD
Vysoèina;19;Šmarda Michal;Šmarda;Michal;;;;;;38;ÈSSD;ÈSSD
Støedoèeskı;33;Šmídová Lenka Mgr.;Šmídová;Lenka;Mgr.;;;;;56;ÈSSD;ÈSSD
Plzeòskı;8;Šobr Jaroslav Mgr.;Šobr;Jaroslav;Mgr.;;;;;54;ÈSSD;ÈSSD
Královéhradeckı;19;Šolc Jaroslav;Šolc;Jaroslav;;;;;;59;ÈSSD;ÈSSD
Olomouckı;4;Šoltys Pavel Bc. DiS.;Šoltys;Pavel;Bc.;DiS.;;;;48;ÈSSD;ÈSSD
Hl. m. Praha;15;Šplíchal Karel PhDr.;Šplíchal;Karel;PhDr.;;;;;66;ÈSSD;ÈSSD
Zlínskı;14;Špruncová Stanislava;Špruncová;Stanislava;;;;;;47;ÈSSD;ÈSSD
Ústeckı;9;Štejnar Radek Ing.;Štejnar;Radek;Ing.;;;;;46;ÈSSD;ÈSSD
Moravskoslezskı;19;Štekbauer Jaroslav;Štekbauer;Jaroslav;;;;;;64;ÈSSD;ÈSSD
Královéhradeckı;17;Štìpán Jiøí PhDr. Ph.D.;Štìpán;Jiøí;PhDr.;Ph.D.;;;;34;ÈSSD;ÈSSD
Jihomoravskı;18;Štogl Karel;Štogl;Karel;;;;;;62;ÈSSD;ÈSSD
Jihoèeskı;12;Šulc Ivan;Šulc;Ivan;;;;;;49;ÈSSD;ÈSSD
Královéhradeckı;18;Švenka Karel;Švenka;Karel;;;;;;71;ÈSSD;ÈSSD
Ústeckı;8;Tancoš Josef;Tancoš;Josef;;;;;;46;ÈSSD;ÈSSD
Støedoèeskı;30;Taraba Bohumil;Taraba;Bohumil;;;;;;43;ÈSSD;ÈSSD
Jihomoravskı;3;Tejc Jeronım JUDr.;Tejc;Jeronım;JUDr.;;;;;36;ÈSSD;ÈSSD
Královéhradeckı;15;Tomková Ivana;Tomková;Ivana;;;;;;61;ÈSSD;ÈSSD
Jihomoravskı;6;Toufar Lubomír Ing.;Toufar;Lubomír;Ing.;;;;;59;ÈSSD;ÈSSD
Hl. m. Praha;8;Trková Jana MUDr.;Trková;Jana;MUDr.;;;;;60;ÈSSD;ÈSSD
Jihomoravskı;22;Trojan Pavel Ing.;Trojan;Pavel;Ing.;;;;;46;ÈSSD;ÈSSD
Královéhradeckı;8;Tøešòáková Jana PharmDr.;Tøešòáková;Jana;PharmDr.;;;;;53;ÈSSD;ÈSSD
Jihoèeskı;18;Tøeštík Martin Mgr.;Tøeštík;Martin;Mgr.;;;;;57;ÈSSD;ÈSSD
Moravskoslezskı;10;Turek Radim Mgr.;Turek;Radim;Mgr.;;;;;42;ÈSSD;ÈSSD
Zlínskı;9;Uherka Jan Mgr.;Uherka;Jan;Mgr.;;;;;70;ÈSSD;ÈSSD
Moravskoslezskı;35;Urban Jan;Urban;Jan;;;;;;61;ÈSSD;ÈSSD
Zlínskı;4;Urban Ludvík Ing.;Urban;Ludvík;Ing.;;;;;44;ÈSSD;ÈSSD
Støedoèeskı;2;Urban Milan Ing.;Urban;Milan;Ing.;;;;;55;ÈSSD;ÈSSD
Zlínskı;11;Urbánek Petr;Urbánek;Petr;;;;;;36;ÈSSD;ÈSSD
Hl. m. Praha;14;Václavek Miroslav Ing.;Václavek;Miroslav;Ing.;;;;;58;ÈSSD;ÈSSD
Moravskoslezskı;6;Váhalová Dana Mgr.;Váhalová;Dana;Mgr.;;;;;47;ÈSSD;ÈSSD
Hl. m. Praha;21;Vaicová Marie Ing.;Vaicová;Marie;Ing.;;;;;68;ÈSSD;ÈSSD
Jihoèeskı;6;Valhoda Václav Ing.;Valhoda;Václav;Ing.;;;;;54;ÈSSD;ÈSSD
Pardubickı;3;Váòa Miroslav Ing.;Váòa;Miroslav;Ing.;;;;;52;ÈSSD;ÈSSD
Olomouckı;1;Váòa Roman Ing.;Váòa;Roman;Ing.;;;;;46;ÈSSD;ÈSSD
Støedoèeskı;8;Vandas Jaroslav Ing.;Vandas;Jaroslav;Ing.;;;;;62;ÈSSD;ÈSSD
Jihoèeskı;20;Vejskrab Rudolf;Vejskrab;Rudolf;;;;;;61;ÈSSD;ÈSSD
Moravskoslezskı;7;Velebnı Ladislav;Velebnı;Ladislav;;;;;;56;ÈSSD;ÈSSD
Jihoèeskı;11;Veselı Ondøej JUDr.;Veselı;Ondøej;JUDr.;;;;;37;ÈSSD;ÈSSD
Olomouckı;5;Vìstinskı Lubomír;Vìstinskı;Lubomír;;;;;;60;ÈSSD;ÈSSD
Plzeòskı;11;Vicari Pavel Mgr.;Vicari;Pavel;Mgr.;;;;;40;ÈSSD;ÈSSD
Vysoèina;12;Vidláková Alena Ing.;Vidláková;Alena;Ing.;;;;;46;ÈSSD;ÈSSD
Moravskoslezskı;29;Vícha Vladimír Bc.;Vícha;Vladimír;Bc.;;;;;56;ÈSSD;ÈSSD
Plzeòskı;20;Vítková Helena;Vítková;Helena;;;;;;53;ÈSSD;ÈSSD
Moravskoslezskı;31;Vlèek Miroslav;Vlèek;Miroslav;;;;;;59;ÈSSD;BEZPP
Hl. m. Praha;28;Vodák Bøetislav Ing.;Vodák;Bøetislav;Ing.;;;;;60;ÈSSD;ÈSSD
Hl. m. Praha;24;Vohlídal Jiøí Ing. Ph.D.;Vohlídal;Jiøí;Ing.;Ph.D.;;;;37;ÈSSD;ÈSSD
Jihoèeskı;15;Vochoska Josef Bc.;Vochoska;Josef;Bc.;;;;;48;ÈSSD;ÈSSD
Libereckı;13;Vojtìch Michal;Vojtìch;Michal;;;;;;37;ÈSSD;ÈSSD
Plzeòskı;6;Volf Stanislav;Volf;Stanislav;;;;;;58;ÈSSD;ÈSSD
Hl. m. Praha;31;Vondráková Jiøina;Vondráková;Jiøina;;;;;;62;ÈSSD;ÈSSD
Hl. m. Praha;25;Voráèek Emil PhDr. DrSc.;Voráèek;Emil;PhDr.;DrSc.;;;;63;ÈSSD;ÈSSD
Støedoèeskı;16;Voseckı Jan Ing.;Voseckı;Jan;Ing.;;;;;40;ÈSSD;ÈSSD
Plzeòskı;2;Votava Václav Ing.;Votava;Václav;Ing.;;;;;57;ÈSSD;ÈSSD
Ústeckı;13;Waicová Dagmar Ing.;Waicová;Dagmar;Ing.;;;;;51;ÈSSD;ÈSSD
Olomouckı;12;Weberová Hedvika DiS.;Weberová;Hedvika;DiS.;;;;;54;ÈSSD;ÈSSD
Karlovarskı;2;Wernerová Markéta;Wernerová;Markéta;;;;;;30;ÈSSD;ÈSSD
Moravskoslezskı;36;Wojdylová Helena;Wojdylová;Helena;;;;;;53;ÈSSD;ÈSSD
Hl. m. Praha;19;Zahradnickı Tomáš Ing. Ph.D.;Zahradnickı;Tomáš;Ing.;Ph.D.;;;;34;ÈSSD;ÈSSD
Moravskoslezskı;1;Zaorálek Lubomír PhDr.;Zaorálek;Lubomír;PhDr.;;;;;57;ÈSSD;ÈSSD
Hl. m. Praha;1;Zavadil Jaroslav;Zavadil;Jaroslav;;;;;;69;ÈSSD;BEZPP
Jihomoravskı;34;Zavadilová Magdaléna Ing.;Zavadilová;Magdaléna;Ing.;;;;;40;ÈSSD;ÈSSD
Pardubickı;14;Zelenková Ladislava Mgr.;Zelenková;Ladislava;Mgr.;;;;;64;ÈSSD;ÈSSD
Vysoèina;5;Zelníèek František;Zelníèek;František;;;;;;63;ÈSSD;ÈSSD
Olomouckı;3;Zemánek Jiøí Mgr.;Zemánek;Jiøí;Mgr.;;;;;48;ÈSSD;ÈSSD
Støedoèeskı;5;Zemek Václav Ing.;Zemek;Václav;Ing.;;;;;39;ÈSSD;ÈSSD
Vysoèina;3;Zgarba Petr Ing.;Zgarba;Petr;Ing.;;;;;54;ÈSSD;ÈSSD
Jihomoravskı;24;Ziegler Jiøí;Ziegler;Jiøí;;;;;;54;ÈSSD;ÈSSD
Hl. m. Praha;32;Zikmundová Eva;Zikmundová;Eva;;;;;;58;ÈSSD;ÈSSD
Jihoèeskı;1;Zimola Jiøí Mgr.;Zimola;Jiøí;Mgr.;;;;;42;ÈSSD;ÈSSD
Ústeckı;20;Znojemskı Lukáš Ing.;Znojemskı;Lukáš;Ing.;;;;;33;ÈSSD;ÈSSD
Zlínskı;8;Zùbek Tomáš Bc.;Zùbek;Tomáš;Bc.;;;;;46;ÈSSD;ÈSSD
Moravskoslezskı;22;áèek Ludìk Ing.;áèek;Ludìk;Ing.;;;;;62;ÈSSD;ÈSSD
Libereckı;7;atecká Romana Mgr.;atecká;Romana;Mgr.;;;;;47;ÈSSD;ÈSSD
Karlovarskı;8;Ábelovskı Adam;Ábelovskı;Adam;;;;;;24;Svobodní;Svobodní
Vysoèina;17;Adam Petr;Adam;Petr;;;;;;31;Svobodní;Svobodní
Jihoèeskı;6;Ambro Michal Mgr.;Ambro;Michal;Mgr.;;;;;32;Svobodní;Svobodní
Olomouckı;17;Ambro Vladimír Ing.;Ambro;Vladimír;Ing.;;;;;33;Svobodní;BEZPP
Jihomoravskı;30;Apostolidisová Kateøina Bc.;Apostolidisová;Kateøina;Bc.;;;;;46;Svobodní;Svobodní
Zlínskı;10;Babicová Alena Ing.;Babicová;Alena;Ing.;;;;;29;Svobodní;BEZPP
Pardubickı;5;Bartoš Michael MUDr.;Bartoš;Michael;MUDr.;;;;;51;Svobodní;Svobodní
Karlovarskı;12;Bauer Václav;Bauer;Václav;;;;;;28;Svobodní;Svobodní
Hl. m. Praha;3;Bednáø Miloslav prof. PhDr. CSc.;Bednáø;Miloslav;prof.;PhDr.;CSc.;;;65;Svobodní;Svobodní
Vysoèina;14;Bém Miloš;Bém;Miloš;;;;;;24;Svobodní;Svobodní
Støedoèeskı;5;Beneš Karel MUDr.;Beneš;Karel;MUDr.;;;;;62;Svobodní;Svobodní
Jihomoravskı;25;Beránková Jitka Mgr.;Beránková;Jitka;Mgr.;;;;;39;Svobodní;Svobodní
Jihoèeskı;20;Bílek Petr;Bílek;Petr;;;;;;36;Svobodní;Svobodní
Jihoèeskı;2;Boèek Pavel;Boèek;Pavel;;;;;;49;Svobodní;Svobodní
Ústeckı;9;Bradáè Marek;Bradáè;Marek;;;;;;37;Svobodní;Svobodní
Ústeckı;13;Broek Vladimír;Broek;Vladimír;;;;;;54;Svobodní;Svobodní
Jihomoravskı;18;Bryša Marek Mgr.;Bryša;Marek;Mgr.;;;;;24;Svobodní;Svobodní
Støedoèeskı;16;Burešová Marková Ivana;Burešová;Marková Ivana;;;;;;37;Svobodní;Svobodní
Jihoèeskı;22;Ciglbauer Jan;Ciglbauer;Jan;;;;;;25;Svobodní;Svobodní
Hl. m. Praha;13;Csirik Roman Ing.;Csirik;Roman;Ing.;;;;;42;Svobodní;Svobodní
Moravskoslezskı;31;Cupánek Miroslav Ing.;Cupánek;Miroslav;Ing.;;;;;59;Svobodní;Svobodní
Královéhradeckı;3;Cvetanova Iva Ing.;Cvetanova;Iva;Ing.;;;;;53;Svobodní;Svobodní
Vysoèina;7;Èása Petr;Èása;Petr;;;;;;36;Svobodní;Svobodní
Jihomoravskı;32;Èech Roman;Èech;Roman;;;;;;50;Svobodní;Svobodní
Libereckı;10;Èerná Gabriela Mgr.;Èerná;Gabriela;Mgr.;;;;;31;Svobodní;Svobodní
Jihoèeskı;5;Èernoch Milan;Èernoch;Milan;;;;;;36;Svobodní;Svobodní
Ústeckı;16;Èervenka Karel Ing.;Èervenka;Karel;Ing.;;;;;49;Svobodní;Svobodní
Ústeckı;3;Èervenka Miroslav Mgr.;Èervenka;Miroslav;Mgr.;;;;;57;Svobodní;Svobodní
Libereckı;6;Èesáková Alena MVDr.;Èesáková;Alena;MVDr.;;;;;51;Svobodní;Svobodní
Libereckı;17;Èuka Pøemysl;Èuka;Pøemysl;;;;;;26;Svobodní;BEZPP
Jihoèeskı;19;Dìd Jan;Dìd;Jan;;;;;;25;Svobodní;Svobodní
Hl. m. Praha;25;Dohnal Tomáš Ing.;Dohnal;Tomáš;Ing.;;;;;30;Svobodní;Svobodní
Moravskoslezskı;23;Dospiva Petr;Dospiva;Petr;;;;;;34;Svobodní;Svobodní
Plzeòskı;7;Dostál Pavel Ing.;Dostál;Pavel;Ing.;;;;;29;Svobodní;Svobodní
Hl. m. Praha;29;Douša Jaroslav;Douša;Jaroslav;;;;;;48;Svobodní;Svobodní
Støedoèeskı;32;Duchoò Oldøich;Duchoò;Oldøich;;;;;;47;Svobodní;Svobodní
Olomouckı;10;Dulka Radek Mgr.;Dulka;Radek;Mgr.;;;;;34;Svobodní;Svobodní
Jihomoravskı;4;Dvoøák Pavel Mgr.;Dvoøák;Pavel;Mgr.;;;;;27;Svobodní;Svobodní
Moravskoslezskı;10;Dziubová Lucie;Dziubová;Lucie;;;;;;28;Svobodní;BEZPP
Hl. m. Praha;21;Effenberger Jan;Effenberger;Jan;;;;;;68;Svobodní;Svobodní
Pardubickı;13;Eliáš Pavel DiS.;Eliáš;Pavel;DiS.;;;;;38;Svobodní;Svobodní
Moravskoslezskı;4;Farda Pavel;Farda;Pavel;;;;;;39;Svobodní;Svobodní
Vysoèina;1;Fendrych Josef;Fendrych;Josef;;;;;;42;Svobodní;Svobodní
Moravskoslezskı;32;Fila Martin Mgr.;Fila;Martin;Mgr.;;;;;30;Svobodní;BEZPP
Plzeòskı;9;Fischer Josef Bc.;Fischer;Josef;Bc.;;;;;28;Svobodní;Svobodní
Libereckı;1;Forbelskı David;Forbelskı;David;;;;;;41;Svobodní;Svobodní
Olomouckı;4;Fraitová Jana;Fraitová;Jana;;;;;;68;Svobodní;Svobodní
Moravskoslezskı;7;Fryèka Jan Mgr.;Fryèka;Jan;Mgr.;;;;;26;Svobodní;Svobodní
Jihomoravskı;33;Funderák Marcel Ing.;Funderák;Marcel;Ing.;;;;;27;Svobodní;Svobodní
Moravskoslezskı;16;Gajdoš Pavel;Gajdoš;Pavel;;;;;;36;Svobodní;Svobodní
Moravskoslezskı;9;Gazda Richard;Gazda;Richard;;;;;;40;Svobodní;Svobodní
Zlínskı;20;Glabazòa Tomáš;Glabazòa;Tomáš;;;;;;40;Svobodní;BEZPP
Olomouckı;19;Góra Pavel Ing.;Góra;Pavel;Ing.;;;;;41;Svobodní;BEZPP
Jihomoravskı;21;Grossmann Jiøí Ing.;Grossmann;Jiøí;Ing.;;;;;26;Svobodní;Svobodní
Moravskoslezskı;8;Hadašèok Petr;Hadašèok;Petr;;;;;;66;Svobodní;BEZPP
Ústeckı;18;Hajnı Martin;Hajnı;Martin;;;;;;27;Svobodní;Svobodní
Jihoèeskı;3;Hála Vojtìch Ing.;Hála;Vojtìch;Ing.;;;;;29;Svobodní;Svobodní
Jihomoravskı;14;Halouzka Roman MUDr. et Mgr.;Halouzka;Roman;MUDr.;Mgr.;;;;42;Svobodní;Svobodní
Hl. m. Praha;16;Hanzák Tomáš Mgr.;Hanzák;Tomáš;Mgr.;;;;;30;Svobodní;Svobodní
Støedoèeskı;8;Hartl Petr MUDr.;Hartl;Petr;MUDr.;;;;;38;Svobodní;Svobodní
Ústeckı;1;Hartmann Richard Dr. Ing.;Hartmann;Richard;Dr.;Ing.;;;;44;Svobodní;Svobodní
Hl. m. Praha;19;Haurythun Hana Mgr. Bc.;Haurythun;Hana;Mgr.;Bc.;;;;32;Svobodní;Svobodní
Plzeòskı;12;Havel Radek;Havel;Radek;;;;;;37;Svobodní;Svobodní
Støedoèeskı;12;Havelka Karel Ing.;Havelka;Karel;Ing.;;;;;46;Svobodní;Svobodní
Støedoèeskı;30;Havelka Petr;Havelka;Petr;;;;;;28;Svobodní;Svobodní
Ústeckı;6;Haviarová Šárka Bc.;Haviarová;Šárka;Bc.;;;;;55;Svobodní;Svobodní
Støedoèeskı;13;Heincl Jiøí Ing.;Heincl;Jiøí;Ing.;;;;;61;Svobodní;Svobodní
Hl. m. Praha;6;Hejdová Alice;Hejdová;Alice;;;;;;40;Svobodní;Svobodní
Plzeòskı;1;Hemerle Jiøí;Hemerle;Jiøí;;;;;;41;Svobodní;Svobodní
Plzeòskı;5;Hemerle Kateøina;Hemerle;Kateøina;;;;;;30;Svobodní;Svobodní
Jihomoravskı;2;Hlaváèek Jan Ing.;Hlaváèek;Jan;Ing.;;;;;37;Svobodní;Svobodní
Moravskoslezskı;24;Hlavica Petr;Hlavica;Petr;;;;;;38;Svobodní;Svobodní
Libereckı;7;Hofman Ladislav;Hofman;Ladislav;;;;;;22;Svobodní;Svobodní
Ústeckı;17;Holešta Pavel;Holešta;Pavel;;;;;;62;Svobodní;Svobodní
Karlovarskı;11;Holík Roman;Holík;Roman;;;;;;33;Svobodní;Svobodní
Støedoèeskı;3;Holopová Andrea;Holopová;Andrea;;;;;;22;Svobodní;Svobodní
Hl. m. Praha;35;Holubová Alice;Holubová;Alice;;;;;;28;Svobodní;Svobodní
Moravskoslezskı;20;Honajzer Martin Ing.;Honajzer;Martin;Ing.;;;;;44;Svobodní;Svobodní
Královéhradeckı;4;Horák Oldøich Ing. Bc.;Horák;Oldøich;Ing.;Bc.;;;;40;Svobodní;Svobodní
Královéhradeckı;15;Horkı Kamil Bc.;Horkı;Kamil;Bc.;;;;;34;Svobodní;Svobodní
Jihomoravskı;15;Horkı Radek;Horkı;Radek;;;;;;45;Svobodní;Svobodní
Vysoèina;6;Hoskovec Petr;Hoskovec;Petr;;;;;;43;Svobodní;Svobodní
Jihomoravskı;27;Hošek Vratislav Bc.;Hošek;Vratislav;Bc.;;;;;24;Svobodní;Svobodní
Karlovarskı;5;Hrazdil Igor Ing.;Hrazdil;Igor;Ing.;;;;;55;Svobodní;Svobodní
Vysoèina;5;Hron Lubomír;Hron;Lubomír;;;;;;55;Svobodní;Svobodní
Olomouckı;3;Hrubı Aleš Mgr.;Hrubı;Aleš;Mgr.;;;;;44;Svobodní;Svobodní
Støedoèeskı;28;Hruška Michal;Hruška;Michal;;;;;;30;Svobodní;Svobodní
Libereckı;11;Hrùza Josef;Hrùza;Josef;;;;;;23;Svobodní;Svobodní
Olomouckı;15;Hudek Martin Bc.;Hudek;Martin;Bc.;;;;;24;Svobodní;BEZPP
Královéhradeckı;19;Husák Jan;Husák;Jan;;;;;;33;Svobodní;Svobodní
Støedoèeskı;33;Hütter Karel;Hütter;Karel;;;;;;44;Svobodní;Svobodní
Pardubickı;15;Chmelaø Robert;Chmelaø;Robert;;;;;;24;Svobodní;Svobodní
Zlínskı;4;Ištvánek Jan Ing.;Ištvánek;Jan;Ing.;;;;;30;Svobodní;Svobodní
Zlínskı;22;Jahoda Miroslav BSc.;Jahoda;Miroslav;BSc.;;;;;25;Svobodní;Svobodní
Karlovarskı;2;Jakl Václav Ing.;Jakl;Václav;Ing.;;;;;58;Svobodní;Svobodní
Hl. m. Praha;33;Janda Karel Ing.;Janda;Karel;Ing.;;;;;33;Svobodní;Svobodní
Jihomoravskı;3;Janda Michal;Janda;Michal;;;;;;31;Svobodní;Svobodní
Královéhradeckı;6;Jára Karel Bc.;Jára;Karel;Bc.;;;;;23;Svobodní;Svobodní
Jihoèeskı;14;Jaroš Petr Ing.;Jaroš;Petr;Ing.;;;;;39;Svobodní;Svobodní
Olomouckı;20;Jedlièka Jan Ing.;Jedlièka;Jan;Ing.;;;;;54;Svobodní;BEZPP
Královéhradeckı;1;Jedlièka Vít Bc.;Jedlièka;Vít;Bc.;;;;;30;Svobodní;Svobodní
Jihomoravskı;1;Jeek Jakub Mgr.;Jeek;Jakub;Mgr.;;;;;30;Svobodní;Svobodní
Støedoèeskı;26;Kába Richard;Kába;Richard;;;;;;37;Svobodní;Svobodní
Pardubickı;2;Káles Josef;Káles;Josef;;;;;;64;Svobodní;Svobodní
Pardubickı;19;Káles Josef;Káles;Josef;;;;;;24;Svobodní;Svobodní
Královéhradeckı;8;Kalhous Petr;Kalhous;Petr;;;;;;52;Svobodní;Svobodní
Støedoèeskı;20;Kareš Václav;Kareš;Václav;;;;;;54;Svobodní;Svobodní
Jihomoravskı;6;Karpíšek Vlastimil;Karpíšek;Vlastimil;;;;;;27;Svobodní;Svobodní
Hl. m. Praha;36;Kefurt Robert;Kefurt;Robert;;;;;;50;Svobodní;Svobodní
Støedoèeskı;23;Kettner František;Kettner;František;;;;;;37;Svobodní;Svobodní
Olomouckı;21;Kleinová Marta Ing.;Kleinová;Marta;Ing.;;;;;31;Svobodní;BEZPP
Jihoèeskı;7;Klor Ondøej Ing.;Klor;Ondøej;Ing.;;;;;32;Svobodní;Svobodní
Plzeòskı;20;Klusal Rudolf;Klusal;Rudolf;;;;;;29;Svobodní;BEZPP
Zlínskı;12;Klvaè Petr Ing.;Klvaè;Petr;Ing.;;;;;62;Svobodní;Svobodní
Pardubickı;11;Kokeš Martin;Kokeš;Martin;;;;;;38;Svobodní;Svobodní
Jihomoravskı;20;Kostolanská Marian Ing.;Kostolanská;Marian;Ing.;;;;;73;Svobodní;Svobodní
Plzeòskı;16;Kostrouch Václav MUDr.;Kostrouch;Václav;MUDr.;;;;;30;Svobodní;BEZPP
Ústeckı;26;Košnar Jakub Ing.;Košnar;Jakub;Ing.;;;;;37;Svobodní;Svobodní
Pardubickı;7;Košnar Václav;Košnar;Václav;;;;;;50;Svobodní;Svobodní
Hl. m. Praha;24;Kouba Jáchym;Kouba;Jáchym;;;;;;26;Svobodní;Svobodní
Libereckı;2;Koukal Bohuslav;Koukal;Bohuslav;;;;;;22;Svobodní;Svobodní
Jihoèeskı;17;Kovaøík David;Kovaøík;David;;;;;;35;Svobodní;Svobodní
Zlínskı;9;Krajsa Bohumil;Krajsa;Bohumil;;;;;;48;Svobodní;Svobodní
Jihomoravskı;16;Krajsa Pavel Ing.;Krajsa;Pavel;Ing.;;;;;52;Svobodní;Svobodní
Olomouckı;12;Králová Dana Mgr.;Králová;Dana;Mgr.;;;;;55;Svobodní;BEZPP
Hl. m. Praha;12;Krása Tomáš Ing.;Krása;Tomáš;Ing.;;;;;42;Svobodní;Svobodní
Olomouckı;11;Krátkı Kamil Ing.;Krátkı;Kamil;Ing.;;;;;31;Svobodní;Svobodní
Ústeckı;19;Kratochvíl Miloš;Kratochvíl;Miloš;;;;;;62;Svobodní;Svobodní
Zlínskı;18;Kravciv Zbynìk;Kravciv;Zbynìk;;;;;;51;Svobodní;Svobodní
Královéhradeckı;12;Krejèí Michal Ing.;Krejèí;Michal;Ing.;;;;;29;Svobodní;Svobodní
Moravskoslezskı;18;Krejèí Radovan;Krejèí;Radovan;;;;;;42;Svobodní;Svobodní
Královéhradeckı;5;Kremlík Vítìzslav Mgr.;Kremlík;Vítìzslav;Mgr.;;;;;37;Svobodní;Svobodní
Støedoèeskı;22;Krešòák Petr Ing.;Krešòák;Petr;Ing.;;;;;52;Svobodní;Svobodní
Vysoèina;9;Kroupa Petr;Kroupa;Petr;;;;;;39;Svobodní;Svobodní
Královéhradeckı;17;Køí Josef Bc.;Køí;Josef;Bc.;;;;;22;Svobodní;Svobodní
Støedoèeskı;7;Kubelka František Ing.;Kubelka;František;Ing.;;;;;38;Svobodní;Svobodní
Hl. m. Praha;4;Kubíèek Jiøí Ing.;Kubíèek;Jiøí;Ing.;;;;;33;Svobodní;Svobodní
Zlínskı;8;Kubík Jaromír;Kubík;Jaromír;;;;;;34;Svobodní;Svobodní
Vysoèina;11;Kubík Petr;Kubík;Petr;;;;;;28;Svobodní;Svobodní
Jihomoravskı;12;Kubová Iveta Mgr.;Kubová;Iveta;Mgr.;;;;;47;Svobodní;Svobodní
Jihoèeskı;1;Kupilík Václav;Kupilík;Václav;;;;;;40;Svobodní;Svobodní
